cikarilan_smiles,baslangic_smiles,distance,optimized_smiles
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,N#Cc1ccc(C(c2ccc(C#N)cc2)n2nnc(C3CC3)n2)cc1,5.851826538582409,CCCC#N
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,CC12CCCC(CCCCCCCCCCCS(=O)Cc3cc(F)c(F)cc3OCCCC(F)(F)F)C1CCC2,6.8027389198353285,CC12CCCC(CCCCCC[SH](C)(=O)CC(F)(F)F)C1CCC2
Cl.Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,5.902830554435759,CNC1C2OCCC2C1OC(C)=O
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O.O=S(=O)(O)CCO,CC(=O)c1c(C)c2cnc(Nc3cccc(-n4ccnc4)n3)nc2n(C2CCS(=O)(=O)C2)c1=O,6.576865428223806,CC(C)NC1CC(=O)C1N
CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,C=C(C)C1(O)C(C)=C(C(C)=O)NC(C(C)(C)C)=C1Br,6.539953238603132,CC(C)(C)C(C)(C)C[NH3+]
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,CN(C)C(=O)c1cc2ccc(NC3=CCCCC3)nc2n1C1CCCN(c2ncc3ccsc3n2)C1,6.4159610929494955,CNC(=O)N(C)c1cnc(N)[nH+]c1
O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,O=C(Cc1ccc2c(c1)c(=O)[nH]c(=O)n2-c1ccc(F)cc1)N1CCC(C(c2ccccc2)N2CCOCC2)C1,6.534550295982371,O=CC1(CN2CCNCC2=O)CCCCC[NH2+]1
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,CC(=O)OC1(C(C)C)CCC2C3C=CC4=CC(=O)CC(C)C4(C)C3CCC21C,6.532938440917872,CC(=O)OC1(C(C)(C)C)CCC(C)(C)C1
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1.[Na+].[Na+],NCCOCCC(OCc1ccc(Cn2ccnc2)cc1)C(=O)N1CCC(C(N)=O)=C2C(C(N)=O)=NN=C21,6.4800393290159715,CC(O)CNCC(CO)NC(=O)C1=CN=CC1C(N)=O
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C.O=C(O)C=CC(=O)O,CCOc1c(NC(=O)C=CCN(C)Cc2cccc(Cl)c2)cc2cc(N3CCCCCC3)nc(NC(C)=O)c2c1OCC,6.235276176748501,CCOC(C[NH2+]C(N)=CCl)OCC(=O)N(C)C
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,CC(=O)N1C(=O)C=C(Cn2cc[nH+]c2)C(CO)C12CCCCN2c1cccc(S(N)(=O)=O)c1,6.564233110571126,CC(=O)NC1(N)CCC1=O
NCCC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+],CCNC(C#N)(P(=O)([O-])O)P(=O)(O)O,6.666455063000987,C=C(S)C1CN(CC)CCC(O)(C(F)F)C1(O)Cl
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CCC(=C(c1ccc(OC)cc1)c1ccc(N(C)CC)cc1)c1ccccc1,5.870244153068368,CCC(C(O)=NC)c1ccccc1
Cc1ccc(S(=O)(=O)O)cc1.Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,Cc1ccc(S(=O)(=O)N2CNC(C)c3ccccc32)cc1,6.651891668048554,CCOS(C)(=O)=O
S=P(N1CC1)(N1CC1)N1CC1,S=P(N1CC1)(N1CC1)N1CC1,6.390686328960802,NC1SCN([O-])C1N
Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,Cc1ccc(Oc2ccc(Nc3nc4cc(N)ccc4o3)cc2)cc1C,6.602807110189733,Cc1cccc(OCNC2CC[NH2+]C(N)C2)c1
