cikarilan_smiles,baslangic_smiles,distance,optimized_smiles
CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,CC(=O)C=C1CC(OC=O)(C(C)(C)O)C(C)C(C(C)(C)C)=C1C,6.600389463459516,CC(C)(C)C(C)(C)[NH3+]
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,CNC(=O)NC1=NC2C(=CN(C3CC(N4C=NC5C=CC=CC54)CN3)C2C(C)N)C=C1,7.550700510201126,CNC(N)N
O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,O=C(C(=O)N1CCCCCC1)c1cc(Cc2n[nH]c(=O)c3ccc(F)cc23)ccc1N1CCCC1=O,5.460284499670708,NC1(CC=O)CCNC1
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,CC(=O)OC1(C(C)=O)CCC2C3(C)C4=C(C=CC(=O)C4)C(C)CC3CCC21C,6.5735617116311955,CCOC(=O)C1(C)CCC(C)(C)N1
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1.[Na+].[Na+],CN(Cc1coc(C(F)(F)F)c1)C(=O)C1=C(N)C(=O)N(CCCNc2ncccn2)C1,7.292828407136491,CNC(CC(N)=O)C(N)=O
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C.O=C(O)C=CC(=O)O,CCOc1cc(Cl)ccc1-c1nn(Cc2cccnc2)c2nc(O)cc(NC(=O)NCCC(C)O)c12,6.797799333269746,NC(=O)NCOCOCCC(N)[NH3+]
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,CC(=O)c1c(C)c2cnc(Nc3ccccn3)nc2n(C2CCS(=O)(=O)C2)c1=O,6.114435528908981,CCN1CCCCCC1
NCCC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+],CCN1CCC(O)(P(=O)([O-])[O-])CCC1C(O)P,6.141431274156795,CCNC(P)CO
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CCOc1ccc(C(=C(C#N)CC)c2ccccc2)cc1,7.233647053266767,CCC
Cc1ccc(S(=O)(=O)O)cc1.Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,Cc1ccc(OS(C)(=O)=O)cc1,5.500569907827254,CCO
S=P(N1CC1)(N1CC1)N1CC1,S=P(N1CC1)(N1CC1)N1CC1,6.203357071915124,CN1CCSC1
Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,Cc1cccc(Oc2nccnc2NC2Nc3ccc(N)cc3S2)c1,6.960447838695245,CCN
